fips,Ridge_Preds,ENet_Preds,RF_Preds,XGB_Preds,Preds_Combined,Poor_Ridge_RPR20,Poor_ENet_RPR20,Poor_RF_RPR20,Poor_XGB_RPR20,Poor_Combined_RPR20,Poor_Ensemble_RPR20,Poor_Ridge_RPR15,Poor_ENet_RPR15,Poor_RF_RPR15,Poor_XGB_RPR15,Poor_Combined_RPR15,Poor_Ridge_RPR10,Poor_ENet_RPR10,Poor_RF_RPR10,Poor_XGB_RPR10,Poor_Combined_RPR10,Poor_Ridge_RPR05,Poor_ENet_RPR05,Poor_RF_RPR05,Poor_XGB_RPR05,Poor_Combined_RPR05,Poor_Ensemble_RPR15,Poor_Ensemble_RPR10,Poor_Ensemble_RPR05,mFIPS,district,locality,ed,population,objectid
21202207,6.604717343,6.617204554,6.715193638,6.745708874,6.670706102,0.357142857,0.285714286,0.214285714,0.142857143,0.214285714,0.25,0.142857143,0.142857143,0,0.142857143,0.071428571,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,2202207,2,12,2207,60,592
21202208,6.485567863,6.543374554,6.663320767,6.509196648,6.550364958,0.460606061,0.418181818,0.272727273,0.490909091,0.43030303,0.410606061,0.296969697,0.242424242,0.036363636,0.393939394,0.254545455,0.151515152,0.103030303,0,0.187878788,0.078787879,0.018181818,0,0,0.012121212,0,0.242424242,0.110606061,0.007575758,2202208,2,12,2208,731,581
21202213,6.423743695,6.492289216,6.447099254,6.243467673,6.40164996,0.618421053,0.480263158,0.592105263,0.730263158,0.671052632,0.605263158,0.203947368,0.164473684,0.131578947,0.552631579,0.302631579,0.092105263,0.072368421,0,0.434210526,0.072368421,0.019736842,0.013157895,0,0.013157895,0.006578947,0.263157895,0.149671053,0.011513158,2202213,2,12,2213,818,555
21202256,6.612552782,6.600182546,6.570493596,6.388724921,6.542988461,0.313432836,0.328358209,0.380597015,0.611940299,0.425373134,0.40858209,0.141791045,0.141791045,0.037313433,0.455223881,0.164179104,0.052238806,0.044776119,0,0.23880597,0.037313433,0,0,0,0.02238806,0,0.194029851,0.083955224,0.005597015,2202256,2,12,2256,524,556
21202701,6.43706971,6.510029868,6.611817153,6.598003033,6.539229941,0.534722222,0.479166667,0.284722222,0.395833333,0.444444444,0.423611111,0.326388889,0.25,0.027777778,0.173611111,0.222222222,0.138888889,0.083333333,0,0.048611111,0.006944444,0,0,0,0,0,0.194444444,0.067708333,0,2202701,2,12,2701,584,554
21202708,6.108902231,6.154094059,6.472911259,6.259228131,6.24878392,0.855855856,0.810810811,0.693693694,0.837837838,0.810810811,0.79954955,0.684684685,0.666666667,0.099099099,0.63963964,0.666666667,0.45045045,0.414414414,0,0.225225225,0.252252252,0.171171171,0.117117117,0,0,0,0.522522523,0.272522523,0.072072072,2202708,2,12,2708,466,598
21202710,5.745675067,6.429910053,6.567288199,6.382599706,6.281368256,0.984615385,0.523076923,0.307692308,0.569230769,0.8,0.596153846,0.953846154,0.307692308,0.030769231,0.369230769,0.446153846,0.815384615,0.184615385,0,0.153846154,0.184615385,0.384615385,0,0,0.061538462,0,0.415384615,0.288461538,0.111538462,2202710,2,12,2710,304,544
21203201,6.499197377,6.510317008,6.682678094,6.586259097,6.569612894,0.46875,0.46875,0.234375,0.4375,0.40625,0.40234375,0.296875,0.265625,0,0.3125,0.21875,0.203125,0.1875,0,0.125,0.09375,0.0625,0.046875,0,0,0,0.21875,0.12890625,0.02734375,2203201,2,12,3201,242,588
21203204,6.706172822,6.654707049,6.56418917,6.542797964,6.616966751,0.262295082,0.319672131,0.18852459,0.409836066,0.278688525,0.295081967,0.12295082,0.155737705,0,0.180327869,0.06557377,0.032786885,0.032786885,0,0.024590164,0,0,0,0,0,0,0.114754098,0.022540984,0,2203204,2,12,3204,538,602
21203205,6.239048463,6.314096369,6.337988575,6.487868221,6.344750407,0.777777778,0.712962963,0.768518519,0.592592593,0.75,0.712962963,0.546296296,0.462962963,0.481481481,0.25,0.453703704,0.240740741,0.212962963,0.157407407,0.046296296,0.185185185,0.083333333,0.074074074,0,0,0.027777778,0.435185185,0.164351852,0.039351852,2203205,2,12,3205,499,576
21203207,6.633610149,6.593491913,6.571205616,6.715613238,6.628480229,0.323943662,0.366197183,0.366197183,0.295774648,0.352112676,0.338028169,0.197183099,0.211267606,0.028169014,0.056338028,0.126760563,0.042253521,0.042253521,0,0,0.014084507,0,0,0,0,0,0.123239437,0.021126761,0,2203207,2,12,3207,280,591
21203213,6.798712433,6.645746258,6.956017655,6.65567443,6.764037694,0.058823529,0.137254902,0,0.490196078,0.058823529,0.171568627,0,0.039215686,0,0.156862745,0,0,0,0,0,0,0,0,0,0,0,0.049019608,0,0,2203213,2,12,3213,304,605
21203256,6.726678494,6.666824224,6.895358855,6.714651254,6.750878207,0.288288288,0.333333333,0,0.315315315,0.243243243,0.234234234,0.126126126,0.144144144,0,0.144144144,0.063063063,0.018018018,0.027027027,0,0.027027027,0,0,0,0,0,0,0.103603604,0.018018018,0,2203256,2,12,3256,507,583
21203710,6.263821293,6.381448554,6.604706924,6.460618978,6.427648937,0.724137931,0.574712644,0.333333333,0.609195402,0.597701149,0.560344828,0.528735632,0.459770115,0.057471264,0.390804598,0.413793103,0.333333333,0.206896552,0,0.08045977,0.103448276,0.091954023,0.045977011,0,0,0,0.359195402,0.155172414,0.034482759,2203710,2,12,3710,509,595
21204201,6.704893505,6.717493546,6.630928704,6.631488323,6.67120102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204201,2,12,4201,7,558
21204204,6.550349586,6.536163695,6.764210854,6.641115997,6.622960033,0.402173913,0.402173913,0,0.336956522,0.304347826,0.285326087,0.217391304,0.217391304,0,0.097826087,0.097826087,0.076086957,0.076086957,0,0,0,0,0,0,0,0,0.133152174,0.038043478,0,2204204,2,12,4204,425,603
21204206,6.306655761,6.367936913,6.337471324,6.246183651,6.314561913,0.694444444,0.638888889,0.861111111,0.796296296,0.768518519,0.747685185,0.472222222,0.425925926,0.444444444,0.583333333,0.509259259,0.259259259,0.212962963,0.009259259,0.287037037,0.203703704,0.027777778,0.009259259,0,0.055555556,0,0.481481481,0.19212963,0.023148148,2204206,2,12,4206,550,580
21204213,6.822472394,6.708142993,7.114253854,6.76842552,6.85332369,0.057692308,0.153846154,0,0.057692308,0,0.067307692,0.009615385,0.009615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004807692,0,0,2204213,2,12,4213,544,604
21204256,6.497514916,6.577946659,6.564675148,6.495662268,6.533949748,0.516666667,0.408333333,0.425,0.558333333,0.475,0.477083333,0.275,0.166666667,0.075,0.258333333,0.175,0.1,0.041666667,0,0.075,0.025,0.016666667,0,0,0,0,0.19375,0.054166667,0.004166667,2204256,2,12,4256,517,582
21204710,6.56431285,6.6544802,6.631375382,6.659027285,6.627298929,0.388888889,0.333333333,0.25,0.333333333,0.375,0.326388889,0.277777778,0.25,0.027777778,0.180555556,0.208333333,0.125,0.041666667,0,0,0.013888889,0,0,0,0,0,0.184027778,0.041666667,0,2204710,2,12,4710,387,594
21205201,6.641291766,6.760091302,6.789611011,6.696044614,6.721759673,0.318181818,0.236363636,0.063636364,0.309090909,0.245454545,0.231818182,0.145454545,0.054545455,0,0.127272727,0.072727273,0.045454545,0.018181818,0,0.045454545,0.009090909,0,0,0,0,0,0.081818182,0.027272727,0,2205201,2,12,5201,521,590
21205204,6.660524933,6.695280221,6.685038761,6.77897975,6.704955916,0.28,0.24,0.1,0.26,0.22,0.22,0.12,0.08,0,0.04,0.04,0.04,0.02,0,0.02,0,0,0,0,0,0,0.06,0.02,0,2205204,2,12,5204,243,600
21205206,6.796620974,6.597874806,6.651585109,6.532942432,6.64475583,0.151515152,0.318181818,0.136363636,0.409090909,0.212121212,0.253787879,0.106060606,0.136363636,0,0.242424242,0.106060606,0.015151515,0.060606061,0,0.03030303,0,0,0,0,0,0,0.121212121,0.026515152,0,2205206,2,12,5206,304,579
21205256,7.769521029,7.386158066,6.550080946,6.831049469,7.134202377,0,0,0.486111111,0.194444444,0.013888889,0.170138889,0,0,0.069444444,0.111111111,0,0,0,0,0.013888889,0,0,0,0,0,0,0.045138889,0.003472222,0,2205256,2,12,5256,352,571
21205710,6.709213885,6.715305633,6.579425063,6.673551203,6.669373946,0.253012048,0.253012048,0.397590361,0.253012048,0.253012048,0.289156627,0.144578313,0.120481928,0.120481928,0.13253012,0.13253012,0.048192771,0.048192771,0,0.036144578,0.036144578,0,0,0,0,0,0.129518072,0.03313253,0,2205710,2,12,5710,403,596
21206204,6.862776495,6.795067913,6.676469074,6.543783129,6.719524153,0.169230769,0.169230769,0.061538462,0.446153846,0.2,0.211538462,0.092307692,0.123076923,0,0.2,0.030769231,0.030769231,0.030769231,0,0.030769231,0.015384615,0,0,0,0,0,0.103846154,0.023076923,0,2206204,2,12,6204,309,601
21206256,6.448949786,6.535041518,6.644195943,6.484701709,6.528222239,0.514018692,0.429906542,0.214953271,0.514018692,0.439252336,0.418224299,0.280373832,0.261682243,0.018691589,0.327102804,0.224299065,0.140186916,0.065420561,0,0.093457944,0.046728972,0.028037383,0.018691589,0,0,0,0.221962617,0.074766355,0.011682243,2206256,2,12,6256,443,585
21206710,6.810400657,6.819282752,6.740240387,6.82716571,6.799272376,0.165048544,0.165048544,0.067961165,0.087378641,0.126213592,0.121359223,0.067961165,0.048543689,0,0.009708738,0.019417476,0.009708738,0.009708738,0,0,0,0,0,0,0,0,0.031553398,0.004854369,0,2206710,2,12,6710,522,597
21207256,6.646240359,6.662717454,6.667713202,6.657465369,6.658534096,0.3203125,0.3125,0.2421875,0.34375,0.328125,0.3046875,0.171875,0.1484375,0.0859375,0.1328125,0.1171875,0.0546875,0.0546875,0,0.015625,0.03125,0.015625,0,0,0,0,0.134765625,0.03125,0.00390625,2207256,2,12,7256,529,584
21208256,6.46812466,6.494382895,6.657125621,6.525988293,6.536405368,0.508982036,0.479041916,0.239520958,0.508982036,0.443113772,0.434131737,0.359281437,0.329341317,0.023952096,0.293413174,0.251497006,0.167664671,0.131736527,0,0.113772455,0.083832335,0.035928144,0.035928144,0,0.023952096,0.011976048,0.251497006,0.103293413,0.023952096,2208256,2,12,8256,703,586
30300201,7.121605312,6.952994926,6.883939838,6.886721018,6.961315274,0.054054054,0.135135135,0,0.243243243,0.081081081,0.108108108,0,0,0,0.108108108,0,0,0,0,0.027027027,0,0,0,0,0,0,0.027027027,0.006756757,0,3100201,3,3,201,143,425
30300202,6.888199547,6.80734322,6.901133178,7.011453494,6.90203236,0.067961165,0.077669903,0,0.077669903,0.029126214,0.055825243,0.009708738,0.009708738,0,0.009708738,0,0,0,0,0,0,0,0,0,0,0,0.007281553,0,0,3100202,3,3,202,374,422
30300203,7.208738675,7.15513966,7.03637786,7.058649733,7.114726482,0.011904762,0.011904762,0,0.011904762,0,0.008928571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100203,3,3,203,269,443
30300204,7.00058245,6.960419088,7.01187921,6.920618049,6.973374699,0.033898305,0.033898305,0,0.118644068,0.033898305,0.046610169,0.033898305,0.033898305,0,0.016949153,0.016949153,0.016949153,0.016949153,0,0,0,0,0,0,0,0,0.021186441,0.008474576,0,3100204,3,3,204,190,423
30300205,6.617068283,6.868558525,6.906779304,7.164063184,6.889117324,0.325301205,0.084337349,0,0.012048193,0.048192771,0.105421687,0.084337349,0.024096386,0,0,0,0.036144578,0,0,0,0,0,0,0,0,0,0.027108434,0.009036145,0,3100205,3,3,205,330,426
30300206,7.058122971,6.900010132,6.915979978,6.926964998,6.95026952,0.020833333,0.0625,0,0.041666667,0.020833333,0.03125,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005208333,0,0,3100206,3,3,206,157,440
30300207,7.038836504,7.086318826,6.999259238,7.138662096,7.065769166,0.104477612,0.059701493,0,0,0.014925373,0.041044776,0.029850746,0.014925373,0,0,0.014925373,0.014925373,0.014925373,0,0,0,0,0,0,0,0,0.01119403,0.007462687,0,3100207,3,3,207,214,444
30300208,6.726020316,6.834622089,6.938409203,7.076175054,6.893806665,0.24137931,0.114942529,0,0,0.045977011,0.08908046,0.103448276,0.022988506,0,0,0,0.011494253,0,0,0,0,0,0,0,0,0,0.031609195,0.002873563,0,3100208,3,3,208,324,447
30300209,6.696094287,6.731345988,6.920689211,7.016315931,6.841111354,0.230769231,0.166666667,0,0.025641026,0.038461538,0.105769231,0.076923077,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028846154,0,0,3100209,3,3,209,299,442
30300210,7.295048694,7.18864657,7.031896231,6.820435074,7.084006642,0,0,0,0.148148148,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100210,3,3,210,152,441
30300211,7.141931721,7.094154887,6.993489863,7.051881628,7.070364525,0.028368794,0.028368794,0,0.021276596,0.021276596,0.019503546,0.014184397,0.014184397,0,0.007092199,0,0,0,0,0,0,0,0,0,0,0,0.008865248,0,0,3100211,3,3,211,482,433
30300212,6.996297605,7.219203778,7.112072394,7.28798055,7.153888582,0.126760563,0.014084507,0,0.014084507,0.014084507,0.038732394,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003521127,0,0,3100212,3,3,212,217,438
30300213,6.74214609,6.957658404,7.004367243,7.164725275,6.967224253,0.203389831,0.059322034,0,0.008474576,0.025423729,0.06779661,0.059322034,0.016949153,0,0,0.008474576,0.016949153,0.008474576,0,0,0,0,0,0,0,0,0.019067797,0.006355932,0,3100213,3,3,213,379,446
30300214,7.610175485,7.308790673,7.303213713,7.505488244,7.431917029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100214,3,3,214,184,445
30300221,6.69166069,6.762051481,6.817572057,6.712329651,6.74590347,0.210526316,0.157894737,0.078947368,0.184210526,0.157894737,0.157894737,0.157894737,0.052631579,0,0.052631579,0.052631579,0.026315789,0.026315789,0,0,0,0,0,0,0,0,0.065789474,0.013157895,0,3100221,3,3,221,128,428
30300222,7.317408734,7.040544684,6.947434253,7.067235176,7.093155712,0,0.026785714,0.008928571,0.017857143,0.008928571,0.013392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100222,3,3,222,379,431
30300225,7.058818056,7.131184277,7.039567265,6.052203208,6.820443202,0.040178571,0.026785714,0.004464286,0.803571429,0.026785714,0.21875,0.013392857,0.008928571,0,0.732142857,0.008928571,0.008928571,0.004464286,0,0.607142857,0,0,0,0,0.174107143,0,0.188616071,0.155133929,0.043526786,3100225,3,3,225,803,491
30300262,7.032011551,6.905758006,6.92470348,7.000709645,6.96579567,0.028169014,0.063380282,0,0.007042254,0.007042254,0.024647887,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003521127,0,0,3100262,3,3,262,544,432
30300263,7.244842922,7.105974072,6.989337857,7.070566493,7.102680336,0.0125,0.05,0.0125,0.025,0.0125,0.025,0.0125,0.0125,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,3100263,3,3,263,269,434
30300264,6.66206374,6.616873345,7.10581397,7.15147351,6.884056141,0.300613497,0.355828221,0,0.018404908,0.073619632,0.168711656,0.147239264,0.171779141,0,0.006134969,0.012269939,0.036809816,0.036809816,0,0,0,0,0,0,0,0,0.081288344,0.018404908,0,3100264,3,3,264,559,439
30300272,6.914629931,6.940581524,7.006859615,7.135467392,6.999384615,0.076923077,0.076923077,0,0,0.038461538,0.038461538,0.057692308,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024038462,0,0,3100272,3,3,272,203,430
30300705,6.829127558,6.864400664,6.883216906,6.953873873,6.88265475,0.095744681,0.063829787,0.010638298,0.106382979,0.063829787,0.069148936,0.010638298,0.010638298,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0.010638298,0,0,3100705,3,3,705,329,424
30300714,6.988757808,7.013877997,6.921161603,7.089159815,7.003239306,0.086614173,0.070866142,0.05511811,0.086614173,0.078740157,0.07480315,0.047244094,0.039370079,0,0.007874016,0.007874016,0,0,0,0,0,0,0,0,0,0,0.023622047,0,0,3100714,3,3,714,420,435
30300722,7.093816724,7.121240525,7.0474077,6.954006386,7.054117834,0.044444444,0.011111111,0,0.011111111,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100722,3,3,722,350,429
30301214,7.053301512,7.150503714,7.076968957,7.248641924,7.132354026,0.074074074,0.027777778,0,0.055555556,0.018518519,0.039351852,0.009259259,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0,3101214,3,3,1214,336,499
30301225,7.293899215,7.318547583,7.133611659,7.254011959,7.250017604,0.007407407,0,0,0,0,0.001851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3101225,3,3,1225,486,508
30301226,7.079234486,7.019053947,7.35203315,7.505480109,7.238950423,0.040322581,0.040322581,0,0,0.016129032,0.02016129,0.016129032,0.016129032,0,0,0.008064516,0.008064516,0.008064516,0,0,0,0,0,0,0,0,0.008064516,0.004032258,0,3101226,3,3,1226,381,494
30301264,7.038232824,7.066519978,7.191490294,7.295715812,7.147989727,0.029411765,0.014705882,0,0,0,0.011029412,0.014705882,0.007352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005514706,0,0,3101264,3,3,1264,551,437
30301714,7.148701943,7.075641479,7.141759488,7.164650286,7.132688299,0.00952381,0.028571429,0,0,0,0.00952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3101714,3,3,1714,376,436
30301914,7.101757538,7.173288355,7.17321019,7.326752893,7.193752244,0.064516129,0.032258065,0,0,0,0.024193548,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004032258,0,0,3101914,3,3,1914,220,489
30302225,7.312728714,7.178870225,7.136610557,7.425888408,7.263524476,0.013986014,0.013986014,0,0,0,0.006993007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102225,3,3,2225,958,492
30302226,7.426964129,7.414770158,7.486789791,7.354770528,7.420823652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102226,3,3,2226,285,507
30302264,7.124340052,7.150024542,7.214361139,7.183606633,7.168083092,0.043478261,0.034782609,0,0,0,0.019565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102264,3,3,2264,353,510
30302914,7.136022822,7.228084548,7.203316128,7.34370122,7.22778118,0.049751244,0.024875622,0,0,0.019900498,0.018656716,0.024875622,0.014925373,0,0,0.004975124,0.009950249,0,0,0,0,0,0,0,0,0,0.009950249,0.002487562,0,3102914,3,3,2914,638,497
30303225,8.039229254,7.818095645,7.234874776,7.354743682,7.611735839,0,0,0,0.014563107,0,0.003640777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103225,3,3,3225,683,496
30303914,7.31790644,7.212055422,7.242441151,7.136039595,7.227110652,0,0.013888889,0,0,0,0.003472222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103914,3,3,3914,233,509
30304225,7.44908367,7.251565333,7.195701425,7.19848384,7.273708567,0.003636364,0.018181818,0,0.003636364,0.003636364,0.006363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104225,3,3,4225,1048,495
30304914,7.164461508,7.219705852,7.082173399,7.11063668,7.14424436,0.065217391,0.065217391,0,0.065217391,0.065217391,0.048913043,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010869565,0,0,3104914,3,3,4914,144,500
30305225,6.658108064,6.634927465,6.939229461,6.998101318,6.807591577,0.388888889,0.388888889,0,0.074074074,0.138888889,0.212962963,0.12962963,0.148148148,0,0.009259259,0.018518519,0.027777778,0.027777778,0,0,0,0,0,0,0,0,0.071759259,0.013888889,0,3105225,3,3,5225,413,493
30305914,7.746636978,7.434965746,7.161202485,7.464865718,7.451917732,0,0.00990099,0,0.01980198,0,0.007425743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105914,3,3,5914,330,498
30306914,7.008537004,7.068576636,7.169214471,7.244986338,7.122828612,0.061349693,0.024539877,0,0.036809816,0.018404908,0.030674847,0.018404908,0,0,0.024539877,0,0,0,0,0.006134969,0,0,0,0,0,0,0.010736196,0.001533742,0,3106914,3,3,6914,510,490
30400101,6.854428256,6.934355691,7.020691406,6.97340543,6.945720196,0.21969697,0.143939394,0.007575758,0.113636364,0.090909091,0.121212121,0.090909091,0.053030303,0,0.022727273,0.022727273,0.022727273,0.015151515,0,0,0,0,0,0,0,0,0.041666667,0.009469697,0,3100101,3,4,101,437,459
30400102,6.746098205,6.766196861,6.811825621,6.814043931,6.784541155,0.161904762,0.142857143,0.038095238,0.123809524,0.085714286,0.116666667,0.066666667,0.057142857,0,0.038095238,0.028571429,0.019047619,0.00952381,0,0.00952381,0.00952381,0,0,0,0,0,0.04047619,0.00952381,0,3100102,3,4,102,363,461
30400103,6.925946384,6.939628569,6.901647404,6.984180754,6.937850778,0.113636364,0.102272727,0.022727273,0.079545455,0.068181818,0.079545455,0.056818182,0.034090909,0,0.022727273,0.022727273,0,0,0,0.011363636,0,0,0,0,0,0,0.028409091,0.002840909,0,3100103,3,4,103,279,456
30400104,6.70148697,6.71043816,6.97963858,7.010608472,6.850543045,0.237113402,0.237113402,0.020618557,0.06185567,0.164948454,0.139175258,0.134020619,0.12371134,0,0.030927835,0.041237113,0.06185567,0.06185567,0,0.020618557,0.020618557,0.020618557,0.010309278,0,0,0,0.072164948,0.036082474,0.007731959,3100104,3,4,104,344,465
30400105,7.036223839,7.032871228,7.069049407,6.949372478,7.021879238,0.130434783,0.130434783,0,0.130434783,0.086956522,0.097826087,0.086956522,0.086956522,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0.054347826,0,0,3100105,3,4,105,79,487
30400106,7.516031033,7.156953231,7.057893921,7.120628108,7.212876573,0,0.043478261,0,0.043478261,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100106,3,4,106,103,475
30400107,7.061269421,7.022552623,6.851604436,6.988499386,6.980981466,0.041237113,0.051546392,0.020618557,0.041237113,0.030927835,0.038659794,0.020618557,0.020618557,0,0.030927835,0.020618557,0.020618557,0.020618557,0,0,0,0,0,0,0,0,0.018041237,0.010309278,0,3100107,3,4,107,357,455
30400108,6.954133339,7.032527286,6.942851526,6.993217461,6.980682403,0.078571429,0.057142857,0,0.021428571,0.014285714,0.039285714,0.014285714,0,0,0.007142857,0,0,0,0,0,0,0,0,0,0,0,0.005357143,0,0,3100108,3,4,108,466,458
30400109,7.014090796,7.01743943,6.833969687,6.962318465,6.956954595,0.056074766,0.056074766,0.056074766,0.037383178,0.046728972,0.051401869,0.009345794,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004672897,0,0,3100109,3,4,109,340,462
30400110,6.822661842,7.031293027,6.89938921,6.974047953,6.931848008,0.2,0.0625,0.0125,0.075,0.0625,0.0875,0.075,0.0125,0,0.0125,0.0125,0.0125,0,0,0.0125,0,0,0,0,0,0,0.025,0.00625,0,3100110,3,4,110,221,454
30400111,7.107377178,7.058382331,6.767094889,6.831857537,6.941177984,0.037735849,0.047169811,0.075471698,0.169811321,0.066037736,0.08254717,0.009433962,0.009433962,0,0.028301887,0.009433962,0,0,0,0,0,0,0,0,0,0,0.011792453,0,0,3100111,3,4,111,344,463
30400112,6.651314892,6.711246848,6.840658479,6.866227439,6.767361914,0.257575758,0.204545455,0.015151515,0.03030303,0.113636364,0.126893939,0.136363636,0.113636364,0,0,0.022727273,0.037878788,0.015151515,0,0,0,0,0,0,0,0,0.0625,0.013257576,0,3100112,3,4,112,429,467
30400113,7.010409094,6.653525437,6.806213714,6.623172053,6.773330075,0.027272727,0.236363636,0.009090909,0.372727273,0.1,0.161363636,0.009090909,0.072727273,0,0.109090909,0.009090909,0,0.009090909,0,0.009090909,0,0,0,0,0,0,0.047727273,0.004545455,0,3100113,3,4,113,364,469
30400114,6.822011689,6.870997664,6.912081909,6.896326547,6.875354452,0.14,0.13,0.01,0.08,0.07,0.09,0.04,0.03,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,3100114,3,4,114,395,472
30400115,6.866789522,6.869038056,6.956718791,6.861923487,6.888617464,0.090909091,0.077922078,0,0.123376623,0.051948052,0.073051948,0.019480519,0.012987013,0,0.025974026,0,0,0,0,0,0,0,0,0,0,0,0.01461039,0,0,3100115,3,4,115,569,479
30400116,6.707923766,6.721261677,6.849660443,6.770491228,6.762334279,0.274725275,0.263736264,0.010989011,0.142857143,0.175824176,0.173076923,0.087912088,0.087912088,0,0,0.043956044,0.010989011,0,0,0,0,0,0,0,0,0,0.043956044,0.002747253,0,3100116,3,4,116,302,477
30400117,7.085281834,7.143906754,6.939051679,6.91099648,7.019809187,0.02259887,0.011299435,0,0.04519774,0.011299435,0.019774011,0.011299435,0.005649718,0,0,0.005649718,0.005649718,0.005649718,0,0,0,0,0,0,0,0,0.004237288,0.002824859,0,3100117,3,4,117,635,501
30400118,6.05506635,6.281812612,6.885841487,7.11307624,6.583949173,0.92195122,0.795121951,0.019512195,0.043902439,0.36097561,0.445121951,0.809756098,0.512195122,0,0.009756098,0.131707317,0.487804878,0.214634146,0,0,0.024390244,0.141463415,0.019512195,0,0,0,0.332926829,0.175609756,0.040243902,3100118,3,4,118,695,482
30400119,6.854451912,6.59589608,6.914057943,6.959313049,6.830929746,0.142857143,0.377142857,0,0.017142857,0.102857143,0.134285714,0.045714286,0.182857143,0,0,0.005714286,0,0.045714286,0,0,0,0,0,0,0,0,0.057142857,0.011428571,0,3100119,3,4,119,563,481
30400121,6.738670757,6.790723415,6.950610386,6.904063968,6.846017132,0.155844156,0.103896104,0.012987013,0.064935065,0.077922078,0.084415584,0.064935065,0.051948052,0,0.025974026,0.025974026,0.025974026,0.012987013,0,0,0,0,0,0,0,0,0.035714286,0.00974026,0,3100121,3,4,121,266,471
30400122,6.852185165,6.920385443,6.7443725,6.816926951,6.833467515,0.243093923,0.209944751,0.17679558,0.259668508,0.232044199,0.222375691,0.116022099,0.082872928,0,0.138121547,0.077348066,0.016574586,0.011049724,0,0.044198895,0.011049724,0,0,0,0.005524862,0,0.084254144,0.017955801,0.001381215,3100122,3,4,122,718,541
30400153,6.691035079,6.90435633,6.931599762,7.08507989,6.903017765,0.290322581,0.150537634,0.010752688,0.064516129,0.129032258,0.129032258,0.182795699,0.086021505,0,0.010752688,0.043010753,0.086021505,0.021505376,0,0,0,0.010752688,0,0,0,0,0.069892473,0.02688172,0.002688172,3100153,3,4,153,299,453
30400607,6.775012339,6.743044475,6.860786875,6.949919877,6.832190892,0.198675497,0.198675497,0.026490066,0.039735099,0.072847682,0.11589404,0.072847682,0.072847682,0,0.013245033,0.026490066,0.01986755,0.026490066,0,0.006622517,0.006622517,0.006622517,0.006622517,0,0,0,0.039735099,0.013245033,0.003311258,3100607,3,4,607,499,460
30400609,6.98394443,7.04930337,7.026165081,7.121081676,7.045123639,0.082568807,0.018348624,0,0,0.018348624,0.025229358,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002293578,0,0,3100609,3,4,609,336,457
30400614,7.03726764,6.85046711,6.691584174,6.802006536,6.845331365,0.055555556,0.185185185,0.259259259,0.185185185,0.148148148,0.171296296,0,0.018518519,0.037037037,0.018518519,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,3100614,3,4,614,174,473
